https://github.com/llnl/AMG2023	AMG2023	Algebraic multigrid solver	C
https://github.com/llnl/FloatGuard	FloatGuard	FloatGuard is a tool that captures floating-point exceptions in your AMD HIP kernels.	Python
https://github.com/llnl/systems2atoms	systems2atoms		Jupyter Notebook
https://github.com/llnl/aiida-flux-scheduler	aiida-flux-scheduler	Flux scheduler plugin for AiiDA.	Python
https://github.com/llnl/trata	trata	Sampling Methods	Python
https://github.com/llnl/ygm-tutorial	ygm-tutorial		C++
https://github.com/llnl/pyranda	pyranda	A Python driven, Fortran powered Finite Difference solver for arbitrary hyperbolic PDE systems. This is the mini-app for the Miranda code.	Fortran
https://github.com/llnl/bioimage-agent	bioimage-agent	A lightweight napari plugin that exposes the viewer over MCP (Message-Control Protocol) via a Python socket server. Built on top of FastMCP, it lets external MCP-speaking clients—such as autonomous AI agents running on Claude or OpenAI—call napari’s public API remotely.	Python
https://github.com/llnl/LaunchMON	LaunchMON	LaunchMON is a software infrastructure that enables HPC run-time tools to co-locate tool daemons with a parallel job. Its API allows a tool to identify all the remote processes of a job and to scalably launch daemons into the relevant nodes.	C++
https://github.com/llnl/orchestrator	orchestrator	The Orchestrator is an integrated software package for building, training, testing, augmenting, running, and analyzing interatomic potentials (IAPs) and their simulations.	Python
https://github.com/llnl/SImSiT	SImSiT		Python
https://github.com/llnl/DFDashboard	DFDashboard	The Interactive Visualization Layer of the DataFlowX Suite	Python
https://github.com/llnl/zfpy-wheels	zfpy-wheels	Repository for wheel building of zfpy, the official Python bindings for the zfp compression algorithm	
https://github.com/llnl/goTLS	goTLS	goTLS is an automated TLS certificate issuance and management tool for Windows, Mac, and Linux. It can generate keys, CSRs, and optionally obtain the certificate with an internal Active Directory Certificate Services (ADCS) endpoint.	Go
https://github.com/llnl/radiuss	radiuss		CSS
https://github.com/llnl/lmt	lmt	Lustre Monitoring Tools	C
https://github.com/llnl/deepopt	deepopt		Python
https://github.com/llnl/mpiP	mpiP	A light-weight MPI profiler.	C
https://github.com/llnl/geometry-mesher	geometry-mesher	A lightweight utility for generating quality tet meshes of implictly-defined geometries	Mathematica
https://github.com/llnl/UnifyFS	UnifyFS	UnifyFS: A file system for burst buffers	C
https://github.com/llnl/LEAP	LEAP	comprehensive library of 3D transmission Computed Tomography (CT) algorithms with Python and C++ APIs, a PyQt GUI, and fully integrated with PyTorch	Cuda
https://github.com/llnl/MuyGPyS	MuyGPyS	A fast, pure python implementation of the MuyGPs Gaussian process realization and training algorithm.	Python
https://github.com/llnl/PruningAMR	PruningAMR	Adaptive mesh refinement method using pruning for visualization of Implicit Neural Representations	Python
https://github.com/llnl/NSBC	NSBC		Python
https://github.com/llnl/cmvl	cmvl	Continuous Monitoring Visualization Library	
https://github.com/llnl/kosh	kosh	Kosh allows codes to store, query, share data via an easy-to-use Python API. Kosh lies on top of Sina and as a result can use any database backend supported by Sina. In adition Kosh aims to make data access and sharing as simple as possible.	Python
https://github.com/llnl/msr-safe	msr-safe	Allows safer access to model specific registers (MSRs)	C
https://github.com/llnl/ibis	ibis	Interactive Bayesian Inference and Sensitivity	Python
https://github.com/llnl/MEAGraph	MEAGraph		Jupyter Notebook
https://github.com/llnl/UMT	UMT	UMT (Unstructured Mesh Transport) is an LLNL ASC proxy application (mini-app) that solves a thermal radiative transport equation using discrete ordinates (Sn). It utilizes an upstream corner balance method to compute the solution to the Boltzmann transport equation on unstructured spatial grids.	Fortran
https://github.com/llnl/pyorick	pyorick	Run yorick from python	Python
https://github.com/llnl/playwright-mcp	playwright-mcp	Playwright MCP server	TypeScript
https://github.com/llnl/DeepAL	DeepAL	This project is an implementation of the Deep Active Learning (DeepAL) framework from the paper Deep Active Learning based Experimental Design to Uncover Synergistic Genetic Interactions for Host Targeted Therapeutics.	Python
https://github.com/llnl/GPS-Z	GPS-Z		Python
https://github.com/llnl/merlin-spellbook	merlin-spellbook	Useful utilities for merlin workflows!	Python
https://github.com/llnl/pylibROM	pylibROM	Python interface for libROM, library for reduced order models	Python
https://github.com/llnl/thicket-tutorial	thicket-tutorial		Jupyter Notebook
https://github.com/llnl/open-ai-co-scientist	open-ai-co-scientist	Open-source implementation of Google's AI co-scientist for genenerating research hypotheses	Python
https://github.com/llnl/Ryugu-publication	Ryugu-publication		Python
https://github.com/llnl/geno-prot	geno-prot		
https://github.com/llnl/slewpy	slewpy	Simulate astronomy mission observing for satellite constellations	Python
https://github.com/llnl/matred	matred	Matrix-based Parallel Redistribution	C++
https://github.com/llnl/HPCCEA	HPCCEA	High Performance Computing Cluster Engineering Academy within Livermore Computing	Python
https://github.com/llnl/system-noise	system-noise	System noise utilities and benchmarks for HPC	C
https://github.com/llnl/ROSE-LCOM-Tools	ROSE-LCOM-Tools	Computes LCOM metrics for C++ and Ada code	C++
https://github.com/llnl/parelag	parelag	Parallel element agglomeration algebraic multigrid upscaling and solvers.	C++
https://github.com/llnl/raja-suite-tutorial	raja-suite-tutorial	Tutorial materials for the RAJA Portability Suite	C++
https://github.com/llnl/ExaEpi	ExaEpi	An agent-based epidemiological simulation code using AMReX	Jupyter Notebook
https://github.com/llnl/qnd	qnd	Quick n Dirty Python package for working with binary files	Python
https://github.com/llnl/UFNet	UFNet		Python
https://github.com/llnl/ltau-ff	ltau-ff	Code for implementing the LTAU UQ method	Python
https://github.com/llnl/risingMicrobubbleLattice	risingMicrobubbleLattice		C++
https://github.com/llnl/sc-foi	sc-foi	This repository provides the tools to analyze and design superconducting devices using a field integral overlap method.	Jupyter Notebook
https://github.com/llnl/ygm-bench	ygm-bench		C++
https://github.com/llnl/ygm-project-template	ygm-project-template	Build system template for YGM based projects.	CMake
https://github.com/llnl/weave	weave		
https://github.com/llnl/dr_evt	dr_evt	Discrete Resource Event Modeling and Multi-Cluster Job Scheduling Simulation	C++
https://github.com/llnl/ygm-tools	ygm-tools		CMake
https://github.com/llnl/playwright-crx-ai	playwright-crx-ai	Playwright for chrome extensions	TypeScript
https://github.com/llnl/DFDiagnoser	DFDiagnoser		
https://github.com/llnl/dfoptimizer	dfoptimizer		
https://github.com/llnl/.github	.github	Templates for community health files, software release notes, the portal’s news posts, Read the Docs, and more	
https://github.com/llnl/coda-calibration-tool	coda-calibration-tool	Tool for calibrating seismic coda source models	Java
https://github.com/llnl/ppo_and_friends	ppo_and_friends	MPI Distributed Proximal Policy Optimization And Friends	Python
https://github.com/llnl/fast3	fast3		Jupyter Notebook
https://github.com/llnl/weave_docs	weave_docs	WEAVE documentations	Python
https://github.com/llnl/RAJAProxies	RAJAProxies	RAJA versions of proxy applications	C++
https://github.com/llnl/playwright-tracegen	playwright-tracegen	Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API.	TypeScript
https://github.com/llnl/havoqgt	havoqgt		C++
https://github.com/llnl/ferdinand	ferdinand	Translate R-matrix Evaluations	Python
https://github.com/llnl/spnet	spnet	"Repository for paper, ""Swap Path Network for Robust Person Search Pre-training"". Implements pre-training and fine-tuning of the Swap Path Net (SPNet) for person search. Contains code, configs, and instructions to reproduce all results from the paper."	Python
https://github.com/llnl/Rflow	Rflow	R-matrix methods for fitting EXFOR data using tensorflow	Python
https://github.com/llnl/LAST	LAST	Livermore Archive for System Telemetry (LAST)	HTML
https://github.com/llnl/Sina	Sina	Store and query simulation (meta)data to/from various backends using friendly Python	Python
https://github.com/llnl/dbComm	dbComm	dbComm is a module for integrating a Python codebase with MongoDB using the PyMongo library	Python
https://github.com/llnl/Analytic_Deflection_of_Asteroids_by_NEDs	Analytic_Deflection_of_Asteroids_by_NEDs	This package evaluates an analytic formula for the Delta v imparted to an asteroid by a 1 or 2 keV black body source given the radius of the asteroid, the standoff distance, the Yield in x-rays, the density of the asteroid, and the fit coefficients for the 1 or 2 keV black body source (provided in the module).	Python
https://github.com/llnl/scraper	scraper	Python library for getting metadata from source code hosting tools	Python
https://github.com/llnl/gidiplus	gidiplus	C++ libraries for accessing nuclear data from the Generalized Nuclear Database Structure (GNDS)	C++
https://github.com/llnl/flood_changes	flood_changes		HTML
https://github.com/llnl/RadSim	RadSim	An open-source radiation simulation software framework.	Java
https://github.com/llnl/hwo1dGUI	hwo1dGUI		Jupyter Notebook
https://github.com/llnl/lustre-tools-llnl	lustre-tools-llnl	Some lustre-related scripts and utilities in use at LLNL.	Shell
https://github.com/llnl/yorick	yorick	yorick interpreted language	C
https://github.com/llnl/TOPEFC	TOPEFC	Topology Optimization for Full-Cell Electrochemical Energy Storage Device	Python
https://github.com/llnl/USER-EPH	USER-EPH	LAMMPS extension to capture electron-ion interaction. This is a mirror of .	C++
https://github.com/llnl/GOTCHA	GOTCHA	GOTCHA is a library for wrapping function calls in shared libraries	C
https://github.com/llnl/AnalyticMGOpac	AnalyticMGOpac	An analytic opacity integrator for multigroup calculations	C++
https://github.com/llnl/certipy	certipy	Wraps pyOpenSSL for quick and easy PKI	Python
https://github.com/llnl/anchoring	anchoring	On the Use of Anchoring for Training Vision Models	Python
https://github.com/llnl/HPAC	HPAC		C++
https://github.com/llnl/wrap	wrap	MPI wrapper generator, for writing PMPI tool libraries	Python
https://github.com/llnl/MUPPET	MUPPET	OpenMP mutations	C++
https://github.com/llnl/Elemental	Elemental	Distributed-memory, arbitrary-precision, dense and sparse-direct linear algebra, conic optimization, and lattice reduction	C++
https://github.com/llnl/ezAlign	ezAlign	Coarse grain to atomistic molecular coordinate and topology converter	Python
https://github.com/llnl/Gula	Gula	3d model for a hypothetical facility, the Gula Regional Hospital	
https://github.com/llnl/HPC-Tutorials	HPC-Tutorials	Future home of hpc-tutorials.llnl.gov	C
https://github.com/llnl/GridKit	GridKit	Experimental code for prototyping interfaces between numerical libraries and network models.	C++
https://github.com/llnl/csld	csld	Compressive sensing lattice dynamics	Python
https://github.com/llnl/magpie	magpie	Magpie contains a number of scripts for running Big Data software in HPC environments, including Hadoop and Spark. There is support for Lustre, Slurm, Moab, Torque. LSF, Flux, and more.	Shell
https://github.com/llnl/BayesMTL	BayesMTL	This project is an implementation of the Bayesian Multitask Learning (BayesMTL) from the paper Hierarchical Sparse Bayesian Multitask Model with Scalable Inference for Microbiome Analysis.	Python
https://github.com/llnl/pylulesh	pylulesh	Python port of LULESH	Python
https://github.com/llnl/MLAP	MLAP		Python
https://github.com/llnl/radiuss-spack-testing	radiuss-spack-testing	Gitlab CI automation of Spack testing with RADIUSS projects builds.	Shell
https://github.com/llnl/toss-stig	toss-stig	Source code repository for TOSS operating system STIG	Python
https://github.com/llnl/smoothG	smoothG	Mixed graph Laplacian upscaling and solvers	C++
https://github.com/llnl/MappgeneSummary	MappgeneSummary		R
https://github.com/llnl/mtinv	mtinv	Moment Tensor Inversion Toolkit MTINV	C
https://github.com/llnl/GPU-FPX	GPU-FPX	A Low-Overhead tool for Floating-Point Exception Detection in NVIDIA GPUs	Cuda
https://github.com/llnl/perf-dump	perf-dump	Records per-process, per-timestep PAPI performance counter values. Saves them in an HDF5 file.	C
https://github.com/llnl/ez-Quench	ez-Quench	A simple model for jet quenching in Heavy Ion Physics	Python
https://github.com/llnl/RASE	RASE	Replicative Assessment of Spectrometric Equipment	Python
https://github.com/llnl/pySigma-pipeline-wintap	pySigma-pipeline-wintap		Python
https://github.com/llnl/DECIDER	DECIDER	DECIDER: Leveraging Foundation Model Priors for Improved Model Failure Detection and Explanation	Python
https://github.com/llnl/toss-configs	toss-configs		
https://github.com/llnl/Ciel	Ciel	Ciel identifies the root cause of numerical inconsistencies induced by compilers	C++
https://github.com/llnl/radiuss-stack	radiuss-stack	A spack stack with radiuss (some) radiuss packages	
https://github.com/llnl/radiuss-uberenv	radiuss-uberenv	Using uberenv to setup a radiuss package	Shell
https://github.com/llnl/radiuss-ci	radiuss-ci	RADIUSS CI project aims at providing sensible default configurations and tools for GitLab CI.	CMake
https://github.com/llnl/omi_data_tools_open_source	omi_data_tools_open_source		Python
https://github.com/llnl/BinCFG	BinCFG	A Python tool designed to parse analyzer outputs to produce call flow graphs (CFG), tokenize and normalize the assembly lines within those CFGs, and convert that data into ML-ready formats. We are working on novel approaches to correlate this data with event data collected at runtime.	Python
https://github.com/llnl/CAP	CAP	HPC workflow that automates the tedious actions of compiling, analyzing, and parsing with bincfg	Python
https://github.com/llnl/ParaDiS	ParaDiS	ParaDiS (Parallel Dislocation Simulator) is a massively parallel Discrete Dislocation Dynamics simulation tool to simulate motion and interaction of large ensembles of dislocations	C++
https://github.com/llnl/dftf	dftf	Drink From The Firehose	Python
https://github.com/llnl/multiwfs	multiwfs	Control Algorithms for Multi-Wavefront Sensor Adaptive Optics for Astronomical Exoplanet Imaging (MWFSC)	Julia
https://github.com/llnl/weave-demos	weave-demos	General Demos for WEAVE Open-sourced tools.	Jupyter Notebook
https://github.com/llnl/FTTN	FTTN	Test suite to evaluate the numerical behaviors of matrix accelerators of GPUs	C++
https://github.com/llnl/b-mpi3	b-mpi3	This aims to be an wrapper to C-MPI3 for C++, using the principles of simplicity, STL, RAII and Boost and enforcing type-safety. This is a mirror of .	C++
https://github.com/llnl/pySigma-backend-duckdb	pySigma-backend-duckdb		Python
https://github.com/llnl/aiida-inq	aiida-inq	AiiDA plugin for the LLNL developed INQ code.	Python
https://github.com/llnl/Juqbox.jl	Juqbox.jl	Juqbox.jl solves quantum optimal control problems in closed quantum systems	Julia
https://github.com/llnl/firecat	firecat	FireCat	Jupyter Notebook
https://github.com/llnl/PhyML	PhyML	Physics based Machine Learning	
https://github.com/llnl/MacPatch	MacPatch	Software & Patch management for macOS	Objective-C
https://github.com/llnl/ddd	ddd	Delaunay density diagnostic	Fortran
https://github.com/llnl/tripoll	tripoll		C++
https://github.com/llnl/hypar-lightweight	hypar-lightweight	Conservative Finite-Difference Solver for Hyperbolic-Parabolic PDEs	C
https://github.com/llnl/apollo	apollo	Apollo: Online Machine Learning for Performance Portability	C++
